date,basket_type,item_name,scraped_name,brand,store,price,unit_size,unit_value,unit_unit,grams_total,price_per_100g,price_per_unit,source_file
2022-11-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.51,8 oz,8.0,oz,226.796,1.5476463429690115,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.23,14.3 oz,14.3,oz,405.39785,1.0434194458604062,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.31,16 fl oz,16.0,fl oz,473.12,0.4882482245519107,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.73,12 in,12.0,in,,,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.15,12 oz,12.0,oz,340.194,0.3380424110948459,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.26,48 oz,48.0,oz,1360.7759999999998,0.2395691869933038,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.81,12 pack,12.0,count,,,0.2341666666666666,raw_prices_202211.csv
2022-11-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.4,5 pack,5.0,count,,,0.8800000000000001,raw_prices_202211.csv
2022-11-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.0,6 pack,6.0,count,,,0.6666666666666666,raw_prices_202211.csv
2022-11-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.57,16 slices,16.0,slices,,,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.21,2 L,2.0,l,2000.0,0.1105,,raw_prices_202211.csv
2022-11-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.12,19.4 oz,19.4,oz,549.9802999999999,0.7491177411263641,,raw_prices_202211.csv
2022-11-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.51,20 oz,20.0,oz,566.99,0.4426885835729024,,raw_prices_202211.csv
2022-12-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.38,3 lb bag,3.0,lb,1360.7759999999998,0.3218751653468316,,raw_prices_202212.csv
2022-12-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,1.0,lb,453.592,0.1322774652110266,,raw_prices_202212.csv
2022-12-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.77,1 lb,1.0,lb,453.592,0.3902185223725286,,raw_prices_202212.csv
2022-12-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.9,2 lb,2.0,lb,907.184,0.2094393199174588,,raw_prices_202212.csv
2022-12-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,2.0,lb,907.184,0.138891338471578,,raw_prices_202212.csv
2022-12-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.41,1 lb,1.0,lb,453.592,0.3108520432459126,,raw_prices_202212.csv
2022-12-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.11,32 oz,32.0,oz,907.184,0.4530503183477664,,raw_prices_202212.csv
2022-12-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.36,1 lb,1.0,lb,453.592,0.2998289211449937,,raw_prices_202212.csv
2022-12-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.27,42 oz,42.0,oz,1190.679,0.2746332134857506,,raw_prices_202212.csv
2022-12-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.85,16.9 oz,16.9,oz,479.10655,1.2210227557940925,,raw_prices_202212.csv
2022-12-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.64,16 oz,16.0,oz,453.592,0.3615584049101395,,raw_prices_202212.csv
2022-12-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.88,12 oz,12.0,oz,340.194,1.4344756227329114,,raw_prices_202212.csv
2022-12-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.24,10 oz bag,10.0,oz,283.495,0.7901373921938659,,raw_prices_202212.csv
2022-12-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.43,14 oz,14.0,oz,396.893,0.6122556961196092,,raw_prices_202212.csv
2022-12-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.45,20 oz,20.0,oz,566.99,0.4321063863560204,,raw_prices_202212.csv
2022-12-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202212.csv
2022-12-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.9,16 oz,16.0,oz,453.592,0.8598035238716732,,raw_prices_202212.csv
2022-12-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.47,15.5 oz can,15.5,oz,439.41725,0.3345339765336932,,raw_prices_202212.csv
2022-12-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,15.25,oz,432.329875,0.2891310714995118,,raw_prices_202212.csv
2022-12-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.22,12 count,12.0,count,,,0.185,raw_prices_202212.csv
2022-12-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.2,5 lb,5.0,lb,2267.96,0.0970034744880862,,raw_prices_202212.csv
2022-12-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.11,1 gal,1.0,gal,,,,raw_prices_202212.csv
2022-12-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.87,3 lb bag,3.0,lb,1360.7759999999998,0.2109090695309147,,raw_prices_202212.csv
2022-12-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.5,16 oz,16.0,oz,453.592,0.3306936630275666,,raw_prices_202212.csv
2022-12-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.83,5 lb bag,5.0,lb,2267.96,0.2129667189897529,,raw_prices_202212.csv
2022-12-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.51,13.7 oz,13.7,oz,388.38815,0.9037350907848246,,raw_prices_202212.csv
2022-12-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.79,4 lb,4.0,lb,1814.368,0.1537725533078185,,raw_prices_202212.csv
2022-12-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.18,24 oz,24.0,oz,680.3879999999999,0.1734304543877905,,raw_prices_202212.csv
2022-12-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.83,10 count,10.0,count,,,0.283,raw_prices_202212.csv
2022-12-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.99,2 lb,2.0,lb,907.184,0.2193601298082858,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.07,9 oz,9.0,oz,255.1455,0.8113017866276301,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.53,32 oz,32.0,oz,907.184,0.8300410941991923,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.48,8 oz,8.0,oz,226.796,1.5344185964479091,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.35,14.3 oz,14.3,oz,405.39785,1.0730199975160202,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.3,16 fl oz,16.0,fl oz,473.12,0.4861345958741968,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.82,12 in,12.0,in,,,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.15,12 oz,12.0,oz,340.194,0.3380424110948459,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.21,48 oz,48.0,oz,1360.7759999999998,0.2358948129596642,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.82,12 pack,12.0,count,,,0.235,raw_prices_202212.csv
2022-12-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.37,5 pack,5.0,count,,,0.874,raw_prices_202212.csv
2022-12-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.03,6 pack,6.0,count,,,0.6716666666666667,raw_prices_202212.csv
2022-12-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.52,16 slices,16.0,slices,,,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.26,2 L,2.0,l,2000.0,0.1129999999999999,,raw_prices_202212.csv
2022-12-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.18,19.4 oz,19.4,oz,549.9802999999999,0.7600272227932527,,raw_prices_202212.csv
2022-12-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.53,20 oz,20.0,oz,566.99,0.4462159826451965,,raw_prices_202212.csv
2023-01-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.39,3 lb bag,3.0,lb,1360.7759999999998,0.3226100401535595,,raw_prices_202301.csv
2023-01-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.59,1 lb,1.0,lb,453.592,0.1300728407908429,,raw_prices_202301.csv
2023-01-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.82,1 lb,1.0,lb,453.592,0.4012416444734475,,raw_prices_202301.csv
2023-01-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.87,2 lb,2.0,lb,907.184,0.2061323832871832,,raw_prices_202301.csv
2023-01-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.28,2 lb bag,2.0,lb,907.184,0.1410959628917617,,raw_prices_202301.csv
2023-01-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.43,1 lb,1.0,lb,453.592,0.3152612920862802,,raw_prices_202301.csv
2023-01-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.16,32 oz,32.0,oz,907.184,0.4585618793982257,,raw_prices_202301.csv
2023-01-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.43,1 lb,1.0,lb,453.592,0.3152612920862802,,raw_prices_202301.csv
2023-01-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.33,42 oz,42.0,oz,1190.679,0.2796723550175992,,raw_prices_202301.csv
2023-01-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.76,16.9 oz,16.9,oz,479.10655,1.202237790320337,,raw_prices_202301.csv
2023-01-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.66,16 oz,16.0,oz,453.592,0.365967653750507,,raw_prices_202301.csv
2023-01-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.92,12 oz,12.0,oz,340.194,1.4462336196405583,,raw_prices_202301.csv
2023-01-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.19,10 oz bag,10.0,oz,283.495,0.7725003968323956,,raw_prices_202301.csv
2023-01-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.43,14 oz,14.0,oz,396.893,0.6122556961196092,,raw_prices_202301.csv
2023-01-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.5,20 oz,20.0,oz,566.99,0.4409248840367555,,raw_prices_202301.csv
2023-01-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202301.csv
2023-01-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.93,16 oz,16.0,oz,453.592,0.8664173971322245,,raw_prices_202301.csv
2023-01-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.47,15.5 oz can,15.5,oz,439.41725,0.3345339765336932,,raw_prices_202301.csv
2023-01-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.26,15.25 oz can,15.25,oz,432.329875,0.2914441200715079,,raw_prices_202301.csv
2023-01-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.15,12 count,12.0,count,,,0.1791666666666666,raw_prices_202301.csv
2023-01-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.24,5 lb,5.0,lb,2267.96,0.0987671740242332,,raw_prices_202301.csv
2023-01-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.12,1 gal,1.0,gal,,,,raw_prices_202301.csv
2023-01-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.9,3 lb bag,3.0,lb,1360.7759999999998,0.2131136939510985,,raw_prices_202301.csv
2023-01-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.49,16 oz,16.0,oz,453.592,0.3284890386073829,,raw_prices_202301.csv
2023-01-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.97,5 lb bag,5.0,lb,2267.96,0.2191396673662674,,raw_prices_202301.csv
2023-01-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.56,13.7 oz,13.7,oz,388.38815,0.9166088100267736,,raw_prices_202301.csv
2023-01-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.76,4 lb,4.0,lb,1814.368,0.1521190849926806,,raw_prices_202301.csv
2023-01-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.19,24 oz,24.0,oz,680.3879999999999,0.1749002040012463,,raw_prices_202301.csv
2023-01-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.87,10 count,10.0,count,,,0.287,raw_prices_202301.csv
2023-01-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.98,2 lb,2.0,lb,907.184,0.2182578175981939,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.1,9 oz,9.0,oz,255.1455,0.8230597835352771,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.46,32 oz,32.0,oz,907.184,0.822324908728549,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.43,8 oz,8.0,oz,226.796,1.5123723522460717,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.3,14.3 oz,14.3,oz,405.39785,1.060686434326181,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.37,16 fl oz,16.0,fl oz,473.12,0.500929996618194,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.88,12 in,12.0,in,,,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.14,12 oz,12.0,oz,340.194,0.3351029118679342,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.28,48 oz,48.0,oz,1360.7759999999998,0.2410389366067597,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.86,12 pack,12.0,count,,,0.2383333333333333,raw_prices_202301.csv
2023-01-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.4,5 pack,5.0,count,,,0.8800000000000001,raw_prices_202301.csv
2023-01-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.05,6 pack,6.0,count,,,0.6749999999999999,raw_prices_202301.csv
2023-01-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.58,16 slices,16.0,slices,,,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.18,2 L,2.0,l,2000.0,0.109,,raw_prices_202301.csv
2023-01-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.15,19.4 oz,19.4,oz,549.9802999999999,0.7545724819598085,,raw_prices_202301.csv
2023-01-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.57,20 oz,20.0,oz,566.99,0.4532707807897846,,raw_prices_202301.csv
2023-02-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.43,3 lb bag,3.0,lb,1360.7759999999998,0.3255495393804711,,raw_prices_202302.csv
2023-02-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,1.0,lb,453.592,0.1322774652110266,,raw_prices_202302.csv
2023-02-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.81,1 lb,1.0,lb,453.592,0.3990370200532637,,raw_prices_202302.csv
2023-02-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.92,2 lb,2.0,lb,907.184,0.2116439443376426,,raw_prices_202302.csv
2023-02-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.29,2 lb bag,2.0,lb,907.184,0.1421982751018536,,raw_prices_202302.csv
2023-02-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.45,1 lb,1.0,lb,453.592,0.3196705409266477,,raw_prices_202302.csv
2023-02-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.23,32 oz,32.0,oz,907.184,0.4662780648688689,,raw_prices_202302.csv
2023-02-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.4,1 lb,1.0,lb,453.592,0.3086474188257288,,raw_prices_202302.csv
2023-02-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.29,42 oz,42.0,oz,1190.679,0.2763129273297001,,raw_prices_202302.csv
2023-02-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.88,16.9 oz,16.9,oz,479.10655,1.227284410952011,,raw_prices_202302.csv
2023-02-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.64,16 oz,16.0,oz,453.592,0.3615584049101395,,raw_prices_202302.csv
2023-02-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.97,12 oz,12.0,oz,340.194,1.4609311157751166,,raw_prices_202302.csv
2023-02-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.19,10 oz bag,10.0,oz,283.495,0.7725003968323956,,raw_prices_202302.csv
2023-02-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.41,14 oz,14.0,oz,396.893,0.6072165545877606,,raw_prices_202302.csv
2023-02-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.47,20 oz,20.0,oz,566.99,0.4356337854283144,,raw_prices_202302.csv
2023-02-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.62,1 lb,1.0,lb,453.592,0.1366867140513942,,raw_prices_202302.csv
2023-02-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.95,16 oz,16.0,oz,453.592,0.8708266459725922,,raw_prices_202302.csv
2023-02-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.46,15.5 oz can,15.5,oz,439.41725,0.3322582351967293,,raw_prices_202302.csv
2023-02-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,15.25,oz,432.329875,0.2891310714995118,,raw_prices_202302.csv
2023-02-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.21,12 count,12.0,count,,,0.1841666666666666,raw_prices_202302.csv
2023-02-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.26,5 lb,5.0,lb,2267.96,0.0996490237923067,,raw_prices_202302.csv
2023-02-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.13,1 gal,1.0,gal,,,,raw_prices_202302.csv
2023-02-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.91,3 lb bag,3.0,lb,1360.7759999999998,0.2138485687578264,,raw_prices_202302.csv
2023-02-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.5,16 oz,16.0,oz,453.592,0.3306936630275666,,raw_prices_202302.csv
2023-02-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.93,5 lb bag,5.0,lb,2267.96,0.2173759678301204,,raw_prices_202302.csv
2023-02-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.6,13.7 oz,13.7,oz,388.38815,0.9269077854203328,,raw_prices_202302.csv
2023-02-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.78,4 lb,4.0,lb,1814.368,0.1532213972027725,,raw_prices_202302.csv
2023-02-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.18,24 oz,24.0,oz,680.3879999999999,0.1734304543877905,,raw_prices_202302.csv
2023-02-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.87,10 count,10.0,count,,,0.287,raw_prices_202302.csv
2023-02-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.99,2 lb,2.0,lb,907.184,0.2193601298082858,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.09,9 oz,9.0,oz,255.1455,0.8191404512327279,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.42,32 oz,32.0,oz,907.184,0.8179156598881814,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.52,8 oz,8.0,oz,226.796,1.5520555918093797,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.27,14.3 oz,14.3,oz,405.39785,1.0532862964122771,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.39,16 fl oz,16.0,fl oz,473.12,0.5051572539736219,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.85,12 in,12.0,in,,,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.18,12 oz,12.0,oz,340.194,0.346860908775581,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.22,48 oz,48.0,oz,1360.7759999999998,0.2366296877663921,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.8,12 pack,12.0,count,,,0.2333333333333333,raw_prices_202302.csv
2023-02-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.4,5 pack,5.0,count,,,0.8800000000000001,raw_prices_202302.csv
2023-02-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.05,6 pack,6.0,count,,,0.6749999999999999,raw_prices_202302.csv
2023-02-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.57,16 slices,16.0,slices,,,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.22,2 L,2.0,l,2000.0,0.111,,raw_prices_202302.csv
2023-02-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.23,19.4 oz,19.4,oz,549.9802999999999,0.7691184575156602,,raw_prices_202302.csv
2023-02-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.48,20 oz,20.0,oz,566.99,0.4373974849644614,,raw_prices_202302.csv
2023-03-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.36,3 lb bag,3.0,lb,1360.7759999999998,0.3204054157333757,,raw_prices_202303.csv
2023-03-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202303.csv
2023-03-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.8,1 lb,1.0,lb,453.592,0.3968323956330799,,raw_prices_202303.csv
2023-03-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.86,2 lb,2.0,lb,907.184,0.2050300710770913,,raw_prices_202303.csv
2023-03-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.28,2 lb bag,2.0,lb,907.184,0.1410959628917617,,raw_prices_202303.csv
2023-03-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.42,1 lb,1.0,lb,453.592,0.3130566676660963,,raw_prices_202303.csv
2023-03-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.24,32 oz,32.0,oz,907.184,0.4673803770789609,,raw_prices_202303.csv
2023-03-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.41,1 lb,1.0,lb,453.592,0.3108520432459126,,raw_prices_202303.csv
2023-03-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.33,42 oz,42.0,oz,1190.679,0.2796723550175992,,raw_prices_202303.csv
2023-03-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.85,16.9 oz,16.9,oz,479.10655,1.2210227557940925,,raw_prices_202303.csv
2023-03-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.65,16 oz,16.0,oz,453.592,0.3637630293303233,,raw_prices_202303.csv
2023-03-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.88,12 oz,12.0,oz,340.194,1.4344756227329114,,raw_prices_202303.csv
