date,basket_type,item_name,item_cost_in_basket,prev_item_cost,cost_change_abs,cost_change_pct
2024-01-01,Neutral,Flour,11.05,10.95,0.10000000000000142,0.913242009132433
2024-01-01,Neutral,White Rice,3.98,3.92,0.06000000000000005,1.5306122448979604
2024-01-01,Neutral,Tomato Sauce,1.19,1.15,0.040000000000000036,3.478260869565221
2024-01-01,Neutral,Canned Corn,1.28,1.24,0.040000000000000036,3.2258064516129057
2024-01-01,Neutral,Pasta,1.53,1.51,0.020000000000000018,1.3245033112582794
2024-01-01,Neutral,Tortillas,2.87,2.86,0.010000000000000231,0.34965034965035774
2024-01-01,Neutral,Sugar,11.24,11.24,0.0,0.0
2024-01-01,Neutral,Bananas,3.66,3.66,0.0,0.0
2024-01-01,Neutral,Canned Beans,1.48,1.5,-0.020000000000000018,-1.3333333333333344
2024-01-01,Neutral,Milk,3.11,3.16,-0.050000000000000266,-1.5822784810126667
2024-01-01,Neutral,Snack Crackers,3.61,3.66,-0.050000000000000266,-1.3661202185792423
2024-01-01,Neutral,Butter,31.84,32.08,-0.23999999999999844,-0.748129675810469
2024-01-01,Neutral,Potatoes,24.700000000000003,24.950000000000003,-0.25,-1.002004008016032
2024-02-01,Neutral,Potatoes,24.849999999999998,24.700000000000003,0.14999999999999503,0.6072874493926923
2024-02-01,Neutral,Flour,11.15,11.05,0.09999999999999964,0.9049773755656076
2024-02-01,Neutral,Sugar,11.32,11.24,0.08000000000000007,0.7117437722419936
2024-02-01,Neutral,Tortillas,2.93,2.87,0.06000000000000005,2.0905923344947754
2024-02-01,Neutral,Canned Beans,1.5,1.48,0.020000000000000018,1.3513513513513526
2024-02-01,Neutral,Milk,3.13,3.11,0.020000000000000018,0.6430868167202578
2024-02-01,Neutral,Snack Crackers,3.63,3.61,0.020000000000000018,0.5540166204986154
2024-02-01,Neutral,Butter,31.84,31.84,0.0,0.0
2024-02-01,Neutral,White Rice,3.98,3.98,0.0,0.0
2024-02-01,Neutral,Bananas,3.66,3.66,0.0,0.0
2024-02-01,Neutral,Canned Corn,1.27,1.28,-0.010000000000000009,-0.7812500000000007
2024-02-01,Neutral,Tomato Sauce,1.17,1.19,-0.020000000000000018,-1.6806722689075646
2024-02-01,Neutral,Pasta,1.47,1.53,-0.06000000000000005,-3.921568627450984
2024-02-01,Neutral,Onions,8.73,8.82,-0.08999999999999986,-1.0204081632653046
2024-02-01,Neutral,Eggs,26.160000000000004,26.64,-0.4799999999999969,-1.80180180180179
2024-03-01,Neutral,Potatoes,25.2,24.849999999999998,0.3500000000000014,1.4084507042253578
2024-03-01,Neutral,Butter,32.0,31.84,0.16000000000000014,0.5025125628140708
2024-03-01,Neutral,Sugar,11.44,11.32,0.11999999999999922,1.060070671378085
2024-03-01,Neutral,Bananas,3.7199999999999998,3.66,0.05999999999999961,1.6393442622950714
2024-03-01,Neutral,Flour,11.200000000000001,11.15,0.05000000000000071,0.44843049327354895
2024-03-01,Neutral,Pasta,1.52,1.47,0.050000000000000044,3.40136054421769
2024-03-01,Neutral,White Rice,4.0,3.98,0.020000000000000018,0.5025125628140708
2024-03-01,Neutral,Milk,3.14,3.13,0.010000000000000231,0.3194888178913812
2024-03-01,Neutral,Onions,8.73,8.73,0.0,0.0
2024-03-01,Neutral,Eggs,26.160000000000004,26.160000000000004,0.0,0.0
2024-03-01,Neutral,Canned Corn,1.27,1.27,0.0,0.0
2024-03-01,Neutral,Tomato Sauce,1.15,1.17,-0.020000000000000018,-1.7094017094017109
2024-03-01,Neutral,Snack Crackers,3.61,3.63,-0.020000000000000018,-0.5509641873278243
2024-03-01,Neutral,Canned Beans,1.47,1.5,-0.030000000000000027,-2.0000000000000018
2024-03-01,Neutral,Tortillas,2.9,2.93,-0.03000000000000025,-1.0238907849829437
2024-04-01,Neutral,Onions,8.850000000000001,8.73,0.120000000000001,1.3745704467354065
2024-04-01,Neutral,Eggs,26.28,26.160000000000004,0.11999999999999744,0.4587155963302654
2024-04-01,Neutral,Tomato Sauce,1.19,1.15,0.040000000000000036,3.478260869565221
2024-04-01,Neutral,Canned Beans,1.47,1.47,0.0,0.0
2024-04-01,Neutral,White Rice,4.0,4.0,0.0,0.0
2024-04-01,Neutral,Bananas,3.7199999999999998,3.7199999999999998,0.0,0.0
2024-04-01,Neutral,Snack Crackers,3.6,3.61,-0.009999999999999787,-0.27700831024930156
2024-04-01,Neutral,Canned Corn,1.26,1.27,-0.010000000000000009,-0.7874015748031503
2024-04-01,Neutral,Tortillas,2.88,2.9,-0.020000000000000018,-0.6896551724137937
2024-04-01,Neutral,Pasta,1.5,1.52,-0.020000000000000018,-1.3157894736842117
2024-04-01,Neutral,Milk,3.11,3.14,-0.03000000000000025,-0.9554140127388614
2024-04-01,Neutral,Butter,31.92,32.0,-0.0799999999999983,-0.24999999999999467
2024-04-01,Neutral,Sugar,11.36,11.44,-0.08000000000000007,-0.6993006993007
2024-04-01,Neutral,Flour,11.100000000000001,11.200000000000001,-0.09999999999999964,-0.8928571428571397
2024-04-01,Neutral,Potatoes,24.700000000000003,25.2,-0.49999999999999645,-1.9841269841269702
2024-05-01,Neutral,Milk,3.19,3.11,0.08000000000000007,2.572347266881031
2024-05-01,Neutral,Butter,32.0,31.92,0.0799999999999983,0.25062656641603476
2024-05-01,Neutral,Flour,11.15,11.100000000000001,0.049999999999998934,0.4504504504504408
2024-05-01,Neutral,Sugar,11.4,11.36,0.040000000000000924,0.35211267605634616
2024-05-01,Neutral,Pasta,1.54,1.5,0.040000000000000036,2.6666666666666687
2024-05-01,Neutral,Canned Beans,1.49,1.47,0.020000000000000018,1.360544217687076
2024-05-01,Neutral,Tortillas,2.89,2.88,0.010000000000000231,0.34722222222223026
2024-05-01,Neutral,Canned Corn,1.27,1.26,0.010000000000000009,0.7936507936507943
2024-05-01,Neutral,Bananas,3.7199999999999998,3.7199999999999998,0.0,0.0
2024-05-01,Neutral,Snack Crackers,3.6,3.6,0.0,0.0
2024-05-01,Neutral,Tomato Sauce,1.17,1.19,-0.020000000000000018,-1.6806722689075646
2024-05-01,Neutral,White Rice,3.96,4.0,-0.040000000000000036,-1.0000000000000009
2024-05-01,Neutral,Eggs,26.160000000000004,26.28,-0.11999999999999744,-0.4566210045662003
2024-05-01,Neutral,Onions,8.7,8.850000000000001,-0.15000000000000213,-1.694915254237312
2024-05-01,Neutral,Potatoes,24.5,24.700000000000003,-0.20000000000000284,-0.8097165991902948
2024-06-01,Neutral,Potatoes,25.0,24.5,0.5,2.0408163265306123
2024-06-01,Neutral,Eggs,26.28,26.160000000000004,0.11999999999999744,0.4587155963302654
2024-06-01,Neutral,Bananas,3.7800000000000002,3.7199999999999998,0.0600000000000005,1.612903225806465
2024-06-01,Neutral,Onions,8.73,8.7,0.030000000000001137,0.3448275862069096
2024-06-01,Neutral,Tomato Sauce,1.19,1.17,0.020000000000000018,1.7094017094017109
2024-06-01,Neutral,Tortillas,2.91,2.89,0.020000000000000018,0.6920415224913501
2024-06-01,Neutral,Snack Crackers,3.61,3.6,0.009999999999999787,0.27777777777777185
2024-06-01,Neutral,Canned Beans,1.49,1.49,0.0,0.0
2024-06-01,Neutral,Canned Corn,1.27,1.27,0.0,0.0
2024-06-01,Neutral,White Rice,3.94,3.96,-0.020000000000000018,-0.5050505050505055
2024-06-01,Neutral,Pasta,1.49,1.54,-0.050000000000000044,-3.2467532467532494
2024-06-01,Neutral,Milk,3.13,3.19,-0.06000000000000005,-1.8808777429467103
2024-06-01,Neutral,Sugar,11.32,11.4,-0.08000000000000007,-0.7017543859649129
2024-06-01,Neutral,Butter,31.84,32.0,-0.16000000000000014,-0.5000000000000004
2024-06-01,Neutral,Flour,10.95,11.15,-0.20000000000000107,-1.7937219730941798
2024-07-01,Neutral,Sugar,11.52,11.32,0.1999999999999993,1.7667844522968137
2024-07-01,Neutral,Onions,8.91,8.73,0.17999999999999972,2.0618556701030895
2024-07-01,Neutral,Flour,11.100000000000001,10.95,0.15000000000000213,1.3698630136986496
2024-07-01,Neutral,Butter,31.92,31.84,0.08000000000000185,0.251256281407041
2024-07-01,Neutral,Tortillas,2.97,2.91,0.06000000000000005,2.0618556701030943
2024-07-01,Neutral,White Rice,4.0,3.94,0.06000000000000005,1.52284263959391
2024-07-01,Neutral,Milk,3.18,3.13,0.050000000000000266,1.5974440894568775
2024-07-01,Neutral,Pasta,1.51,1.49,0.020000000000000018,1.342281879194632
2024-07-01,Neutral,Snack Crackers,3.63,3.61,0.020000000000000018,0.5540166204986154
2024-07-01,Neutral,Canned Beans,1.5,1.49,0.010000000000000009,0.671140939597316
2024-07-01,Neutral,Eggs,26.28,26.28,0.0,0.0
2024-07-01,Neutral,Canned Corn,1.27,1.27,0.0,0.0
2024-07-01,Neutral,Tomato Sauce,1.17,1.19,-0.020000000000000018,-1.6806722689075646
2024-07-01,Neutral,Bananas,3.7199999999999998,3.7800000000000002,-0.0600000000000005,-1.5873015873016003
2024-07-01,Neutral,Potatoes,24.6,25.0,-0.3999999999999986,-1.5999999999999945
2024-08-01,Neutral,Eggs,26.64,26.28,0.35999999999999943,1.369863013698628
2024-08-01,Neutral,Sugar,11.6,11.52,0.08000000000000007,0.6944444444444451
2024-08-01,Neutral,White Rice,4.02,4.0,0.019999999999999574,0.49999999999998934
2024-08-01,Neutral,Canned Corn,1.28,1.27,0.010000000000000009,0.7874015748031503
2024-08-01,Neutral,Milk,3.19,3.18,0.009999999999999787,0.3144654088050247
2024-08-01,Neutral,Tomato Sauce,1.17,1.17,0.0,0.0
2024-08-01,Neutral,Pasta,1.5,1.51,-0.010000000000000009,-0.6622516556291397
2024-08-01,Neutral,Canned Beans,1.46,1.5,-0.040000000000000036,-2.6666666666666687
2024-08-01,Neutral,Bananas,3.66,3.7199999999999998,-0.05999999999999961,-1.612903225806441
2024-08-01,Neutral,Snack Crackers,3.57,3.63,-0.06000000000000005,-1.6528925619834725
2024-08-01,Neutral,Tortillas,2.89,2.97,-0.08000000000000007,-2.693602693602696
2024-08-01,Neutral,Flour,10.9,11.100000000000001,-0.20000000000000107,-1.8018018018018112
2024-08-01,Neutral,Onions,8.7,8.91,-0.21000000000000085,-2.356902356902366
2024-08-01,Neutral,Potatoes,24.3,24.6,-0.3000000000000007,-1.219512195121954
2024-08-01,Neutral,Butter,31.52,31.92,-0.40000000000000213,-1.253132832080207
2024-09-01,Neutral,Potatoes,24.75,24.3,0.4499999999999993,1.851851851851849
2024-09-01,Neutral,Flour,11.0,10.9,0.09999999999999964,0.9174311926605472
2024-09-01,Neutral,Onions,8.790000000000001,8.7,0.09000000000000163,1.0344827586207086
2024-09-01,Neutral,Butter,31.6,31.52,0.08000000000000185,0.25380710659899064
2024-09-01,Neutral,Snack Crackers,3.65,3.57,0.08000000000000007,2.2408963585434196
2024-09-01,Neutral,Bananas,3.7199999999999998,3.66,0.05999999999999961,1.6393442622950714
2024-09-01,Neutral,Canned Beans,1.5,1.46,0.040000000000000036,2.739726027397263
2024-09-01,Neutral,Tomato Sauce,1.19,1.17,0.020000000000000018,1.7094017094017109
2024-09-01,Neutral,Pasta,1.52,1.5,0.020000000000000018,1.3333333333333344
2024-09-01,Neutral,Milk,3.2,3.19,0.010000000000000231,0.31347962382445865
2024-09-01,Neutral,Tortillas,2.89,2.89,0.0,0.0
2024-09-01,Neutral,Eggs,26.64,26.64,0.0,0.0
2024-09-01,Neutral,Canned Corn,1.27,1.28,-0.010000000000000009,-0.7812500000000007
2024-09-01,Neutral,White Rice,3.98,4.02,-0.03999999999999959,-0.9950248756218805
2024-09-01,Neutral,Sugar,11.24,11.6,-0.35999999999999943,-3.103448275862064
2024-10-01,Neutral,Butter,31.76,31.6,0.16000000000000014,0.5063291139240511
2024-10-01,Neutral,Potatoes,24.900000000000002,24.75,0.15000000000000213,0.6060606060606146
2024-10-01,Neutral,Flour,11.15,11.0,0.15000000000000036,1.3636363636363669
2024-10-01,Neutral,Sugar,11.36,11.24,0.11999999999999922,1.0676156583629823
2024-10-01,Neutral,White Rice,4.06,3.98,0.07999999999999963,2.010050251256272
2024-10-01,Neutral,Snack Crackers,3.71,3.65,0.06000000000000005,1.6438356164383578
2024-10-01,Neutral,Tortillas,2.93,2.89,0.040000000000000036,1.3840830449827002
2024-10-01,Neutral,Pasta,1.53,1.52,0.010000000000000009,0.6578947368421059
2024-10-01,Neutral,Canned Corn,1.28,1.27,0.010000000000000009,0.7874015748031503
2024-10-01,Neutral,Canned Beans,1.5,1.5,0.0,0.0
2024-10-01,Neutral,Bananas,3.7199999999999998,3.7199999999999998,0.0,0.0
2024-10-01,Neutral,Tomato Sauce,1.17,1.19,-0.020000000000000018,-1.6806722689075646
2024-10-01,Neutral,Milk,3.17,3.2,-0.03000000000000025,-0.9375000000000078
2024-10-01,Neutral,Onions,8.73,8.790000000000001,-0.0600000000000005,-0.6825938566552957
2024-10-01,Neutral,Eggs,26.28,26.64,-0.35999999999999943,-1.351351351351349
2024-11-01,Neutral,Butter,31.84,31.76,0.0799999999999983,0.2518891687657377
2024-11-01,Neutral,Bananas,3.7800000000000002,3.7199999999999998,0.0600000000000005,1.612903225806465
2024-11-01,Neutral,Tomato Sauce,1.19,1.17,0.020000000000000018,1.7094017094017109
2024-11-01,Neutral,White Rice,4.04,4.06,-0.019999999999999574,-0.49261083743841316
2024-11-01,Neutral,Canned Corn,1.26,1.28,-0.020000000000000018,-1.5625000000000013
2024-11-01,Neutral,Canned Beans,1.47,1.5,-0.030000000000000027,-2.0000000000000018
2024-11-01,Neutral,Pasta,1.5,1.53,-0.030000000000000027,-1.960784313725492
2024-11-01,Neutral,Snack Crackers,3.66,3.71,-0.04999999999999982,-1.3477088948787015
2024-11-01,Neutral,Tortillas,2.88,2.93,-0.050000000000000266,-1.7064846416382344
2024-11-01,Neutral,Milk,3.1,3.17,-0.06999999999999984,-2.2082018927444746
2024-11-01,Neutral,Eggs,26.160000000000004,26.28,-0.11999999999999744,-0.4566210045662003
2024-11-01,Neutral,Onions,8.58,8.73,-0.15000000000000036,-1.7182130584192479
2024-11-01,Neutral,Flour,11.0,11.15,-0.15000000000000036,-1.345291479820631
2024-11-01,Neutral,Sugar,11.2,11.36,-0.16000000000000014,-1.4084507042253533
2024-11-01,Neutral,Potatoes,24.3,24.900000000000002,-0.6000000000000014,-2.409638554216873
2024-12-01,Neutral,Potatoes,24.849999999999998,24.3,0.5499999999999972,2.263374485596696
2024-12-01,Neutral,Flour,11.15,11.0,0.15000000000000036,1.3636363636363669
2024-12-01,Neutral,Sugar,11.32,11.2,0.120000000000001,1.0714285714285805
2024-12-01,Neutral,Onions,8.67,8.58,0.08999999999999986,1.0489510489510472
2024-12-01,Neutral,Milk,3.15,3.1,0.04999999999999982,1.6129032258064457
2024-12-01,Neutral,Canned Beans,1.5,1.47,0.030000000000000027,2.040816326530614
2024-12-01,Neutral,Tortillas,2.89,2.88,0.010000000000000231,0.34722222222223026
2024-12-01,Neutral,Snack Crackers,3.67,3.66,0.009999999999999787,0.27322404371584114
2024-12-01,Neutral,Canned Corn,1.26,1.26,0.0,0.0
2024-12-01,Neutral,Tomato Sauce,1.18,1.19,-0.010000000000000009,-0.8403361344537823
2024-12-01,Neutral,Pasta,1.47,1.5,-0.030000000000000027,-2.0000000000000018
2024-12-01,Neutral,White Rice,3.98,4.04,-0.06000000000000005,-1.4851485148514865
2024-12-01,Neutral,Butter,31.76,31.84,-0.0799999999999983,-0.2512562814070298
2024-12-01,Neutral,Bananas,3.66,3.7800000000000002,-0.1200000000000001,-3.174603174603177
2024-12-01,Neutral,Eggs,26.04,26.160000000000004,-0.12000000000000455,-0.4587155963302925
2025-01-01,Neutral,Onions,8.91,8.67,0.2400000000000002,2.7681660899654004
2025-01-01,Neutral,Butter,32.0,31.76,0.23999999999999844,0.7556675062972242
2025-01-01,Neutral,Bananas,3.7199999999999998,3.66,0.05999999999999961,1.6393442622950714
2025-01-01,Neutral,Pasta,1.52,1.47,0.050000000000000044,3.40136054421769
2025-01-01,Neutral,Sugar,11.36,11.32,0.03999999999999915,0.3533568904593564
2025-01-01,Neutral,Tomato Sauce,1.18,1.18,0.0,0.0
2025-01-01,Neutral,Tortillas,2.89,2.89,0.0,0.0
2025-01-01,Neutral,Eggs,26.04,26.04,0.0,0.0
2025-01-01,Neutral,Canned Corn,1.26,1.26,0.0,0.0
2025-01-01,Neutral,Canned Beans,1.46,1.5,-0.040000000000000036,-2.6666666666666687
2025-01-01,Neutral,White Rice,3.94,3.98,-0.040000000000000036,-1.0050251256281415
2025-01-01,Neutral,Flour,11.100000000000001,11.15,-0.049999999999998934,-0.44843049327353307
2025-01-01,Neutral,Snack Crackers,3.6,3.67,-0.06999999999999984,-1.9073569482288784
2025-01-01,Neutral,Milk,3.07,3.15,-0.08000000000000007,-2.539682539682542
2025-01-01,Neutral,Potatoes,24.65,24.849999999999998,-0.1999999999999993,-0.8048289738430556
2025-02-01,Neutral,Potatoes,24.950000000000003,24.65,0.30000000000000426,1.21703853955377
2025-02-01,Neutral,Eggs,26.160000000000004,26.04,0.12000000000000455,0.46082949308757515
2025-02-01,Neutral,Milk,3.15,3.07,0.08000000000000007,2.605863192182413
2025-02-01,Neutral,Snack Crackers,3.65,3.6,0.04999999999999982,1.388888888888884
2025-02-01,Neutral,White Rice,3.98,3.94,0.040000000000000036,1.0152284263959401
2025-02-01,Neutral,Canned Beans,1.48,1.46,0.020000000000000018,1.3698630136986314
2025-02-01,Neutral,Pasta,1.53,1.52,0.010000000000000009,0.6578947368421059
2025-02-01,Neutral,Tortillas,2.89,2.89,0.0,0.0
2025-02-01,Neutral,Sugar,11.36,11.36,0.0,0.0
2025-02-01,Neutral,Flour,11.100000000000001,11.100000000000001,0.0,0.0
2025-02-01,Neutral,Canned Corn,1.26,1.26,0.0,0.0
2025-02-01,Neutral,Bananas,3.7199999999999998,3.7199999999999998,0.0,0.0
2025-02-01,Neutral,Tomato Sauce,1.16,1.18,-0.020000000000000018,-1.6949152542372898
2025-02-01,Neutral,Onions,8.76,8.91,-0.15000000000000036,-1.6835016835016876
2025-02-01,Neutral,Butter,31.68,32.0,-0.3200000000000003,-1.0000000000000009
2025-03-01,Neutral,Butter,32.32,31.68,0.6400000000000006,2.020202020202022
2025-03-01,Neutral,Eggs,26.52,26.160000000000004,0.3599999999999959,1.3761467889908099
2025-03-01,Neutral,Sugar,11.6,11.36,0.2400000000000002,2.1126760563380302
2025-03-01,Neutral,Onions,8.91,8.76,0.15000000000000036,1.7123287671232919
2025-03-01,Neutral,Flour,11.15,11.100000000000001,0.049999999999998934,0.4504504504504408
2025-03-01,Neutral,White Rice,4.02,3.98,0.03999999999999959,1.0050251256281304
2025-03-01,Neutral,Canned Corn,1.28,1.26,0.020000000000000018,1.5873015873015885
2025-03-01,Neutral,Tomato Sauce,1.17,1.16,0.010000000000000009,0.8620689655172422
2025-03-01,Neutral,Canned Beans,1.49,1.48,0.010000000000000009,0.6756756756756763
2025-03-01,Neutral,Tortillas,2.89,2.89,0.0,0.0
2025-03-01,Neutral,Potatoes,24.950000000000003,24.950000000000003,0.0,0.0
2025-03-01,Neutral,Milk,3.13,3.15,-0.020000000000000018,-0.6349206349206356
2025-03-01,Neutral,Snack Crackers,3.61,3.65,-0.040000000000000036,-1.0958904109589052
2025-03-01,Neutral,Pasta,1.48,1.53,-0.050000000000000044,-3.2679738562091534
2025-03-01,Neutral,Bananas,3.66,3.7199999999999998,-0.05999999999999961,-1.612903225806441
2025-04-01,Neutral,Bananas,3.7199999999999998,3.66,0.05999999999999961,1.6393442622950714
2025-04-01,Neutral,Tortillas,2.93,2.89,0.040000000000000036,1.3840830449827002
2025-04-01,Neutral,White Rice,4.04,4.02,0.020000000000000462,0.4975124378109568
2025-04-01,Neutral,Tomato Sauce,1.19,1.17,0.020000000000000018,1.7094017094017109
2025-04-01,Neutral,Milk,3.15,3.13,0.020000000000000018,0.6389776357827481
2025-04-01,Neutral,Flour,11.15,11.15,0.0,0.0
2025-04-01,Neutral,Pasta,1.48,1.48,0.0,0.0
2025-04-01,Neutral,Canned Corn,1.27,1.28,-0.010000000000000009,-0.7812500000000007
2025-04-01,Neutral,Snack Crackers,3.58,3.61,-0.029999999999999805,-0.8310249307479171
2025-04-01,Neutral,Canned Beans,1.46,1.49,-0.030000000000000027,-2.0134228187919483
2025-04-01,Neutral,Sugar,11.48,11.6,-0.11999999999999922,-1.0344827586206828
2025-04-01,Neutral,Potatoes,24.8,24.950000000000003,-0.15000000000000213,-0.6012024048096277
2025-04-01,Neutral,Onions,8.73,8.91,-0.17999999999999972,-2.020202020202017
2025-04-01,Neutral,Butter,32.0,32.32,-0.3200000000000003,-0.990099009900991
2025-04-01,Neutral,Eggs,26.04,26.52,-0.4800000000000004,-1.8099547511312233
2025-05-01,Neutral,Eggs,26.28,26.04,0.240000000000002,0.9216589861751229
2025-05-01,Neutral,Snack Crackers,3.66,3.58,0.08000000000000007,2.2346368715083815
2025-05-01,Neutral,Bananas,3.7800000000000002,3.7199999999999998,0.0600000000000005,1.612903225806465
2025-05-01,Neutral,Tortillas,2.96,2.93,0.029999999999999805,1.0238907849829284
2025-05-01,Neutral,Canned Beans,1.48,1.46,0.020000000000000018,1.3698630136986314
2025-05-01,Neutral,Pasta,1.5,1.48,0.020000000000000018,1.3513513513513526
2025-05-01,Neutral,Canned Corn,1.29,1.27,0.020000000000000018,1.5748031496063006
2025-05-01,Neutral,Sugar,11.48,11.48,0.0,0.0
2025-05-01,Neutral,Potatoes,24.8,24.8,0.0,0.0
2025-05-01,Neutral,Tomato Sauce,1.18,1.19,-0.010000000000000009,-0.8403361344537823
2025-05-01,Neutral,Onions,8.7,8.73,-0.030000000000001137,-0.3436426116838618
2025-05-01,Neutral,White Rice,4.0,4.04,-0.040000000000000036,-0.990099009900991
2025-05-01,Neutral,Milk,3.11,3.15,-0.040000000000000036,-1.269841269841271
2025-05-01,Neutral,Butter,31.92,32.0,-0.0799999999999983,-0.24999999999999467
2025-05-01,Neutral,Flour,11.0,11.15,-0.15000000000000036,-1.345291479820631
2025-06-01,Neutral,Onions,8.91,8.7,0.21000000000000085,2.413793103448286
2025-06-01,Neutral,Flour,11.200000000000001,11.0,0.20000000000000107,1.818181818181828
2025-06-01,Neutral,Milk,3.18,3.11,0.07000000000000028,2.2508038585209094
2025-06-01,Neutral,Potatoes,24.849999999999998,24.8,0.04999999999999716,0.201612903225795
2025-06-01,Neutral,Pasta,1.51,1.5,0.010000000000000009,0.6666666666666672
2025-06-01,Neutral,Tomato Sauce,1.18,1.18,0.0,0.0
2025-06-01,Neutral,Canned Beans,1.48,1.48,0.0,0.0
2025-06-01,Neutral,Canned Corn,1.26,1.29,-0.030000000000000027,-2.325581395348839
2025-06-01,Neutral,Snack Crackers,3.61,3.66,-0.050000000000000266,-1.3661202185792423
2025-06-01,Neutral,Bananas,3.7199999999999998,3.7800000000000002,-0.0600000000000005,-1.5873015873016003
2025-06-01,Neutral,Tortillas,2.89,2.96,-0.06999999999999984,-2.3648648648648596
2025-06-01,Neutral,White Rice,3.92,4.0,-0.08000000000000007,-2.0000000000000018
2025-06-01,Neutral,Sugar,11.36,11.48,-0.120000000000001,-1.0452961672473953
2025-06-01,Neutral,Butter,31.76,31.92,-0.16000000000000014,-0.5012531328320806
2025-06-01,Neutral,Eggs,25.92,26.28,-0.35999999999999943,-1.369863013698628
2025-07-01,Neutral,Butter,32.4,31.76,0.639999999999997,2.0151133501259353
2025-07-01,Neutral,Eggs,26.400000000000002,25.92,0.4800000000000004,1.8518518518518534
2025-07-01,Neutral,Potatoes,24.900000000000002,24.849999999999998,0.05000000000000426,0.20120724346078178
2025-07-01,Neutral,Sugar,11.4,11.36,0.040000000000000924,0.35211267605634616
2025-07-01,Neutral,Tortillas,2.93,2.89,0.040000000000000036,1.3840830449827002
2025-07-01,Neutral,Snack Crackers,3.64,3.61,0.03000000000000025,0.8310249307479294
2025-07-01,Neutral,Canned Beans,1.51,1.48,0.030000000000000027,2.027027027027029
2025-07-01,Neutral,Onions,8.94,8.91,0.02999999999999936,0.3367003367003295
2025-07-01,Neutral,White Rice,3.94,3.92,0.020000000000000018,0.5102040816326535
2025-07-01,Neutral,Canned Corn,1.28,1.26,0.020000000000000018,1.5873015873015885
2025-07-01,Neutral,Flour,11.200000000000001,11.200000000000001,0.0,0.0
2025-07-01,Neutral,Bananas,3.7199999999999998,3.7199999999999998,0.0,0.0
2025-07-01,Neutral,Pasta,1.5,1.51,-0.010000000000000009,-0.6622516556291397
2025-07-01,Neutral,Tomato Sauce,1.16,1.18,-0.020000000000000018,-1.6949152542372898
2025-07-01,Neutral,Milk,3.14,3.18,-0.040000000000000036,-1.2578616352201268
2025-08-01,Neutral,White Rice,4.02,3.94,0.07999999999999963,2.0304568527918687
2025-08-01,Neutral,Tomato Sauce,1.19,1.16,0.030000000000000027,2.5862068965517264
2025-08-01,Neutral,Snack Crackers,3.66,3.64,0.020000000000000018,0.5494505494505499
2025-08-01,Neutral,Tortillas,2.94,2.93,0.009999999999999787,0.34129692832763775
2025-08-01,Neutral,Eggs,26.400000000000002,26.400000000000002,0.0,0.0
2025-08-01,Neutral,Pasta,1.5,1.5,0.0,0.0
2025-08-01,Neutral,Canned Corn,1.28,1.28,0.0,0.0
2025-08-01,Neutral,Bananas,3.7199999999999998,3.7199999999999998,0.0,0.0
2025-08-01,Neutral,Milk,3.13,3.14,-0.010000000000000231,-0.3184713375796252
2025-08-01,Neutral,Canned Beans,1.48,1.51,-0.030000000000000027,-1.986754966887419
2025-08-01,Neutral,Potatoes,24.849999999999998,24.900000000000002,-0.05000000000000426,-0.20080321285142275
2025-08-01,Neutral,Sugar,11.32,11.4,-0.08000000000000007,-0.7017543859649129
2025-08-01,Neutral,Flour,11.100000000000001,11.200000000000001,-0.09999999999999964,-0.8928571428571397
2025-08-01,Neutral,Onions,8.61,8.94,-0.33000000000000007,-3.691275167785236
2025-08-01,Neutral,Butter,31.6,32.4,-0.7999999999999972,-2.469135802469127
2025-09-01,Neutral,Onions,8.790000000000001,8.61,0.1800000000000015,2.090592334494791
2025-09-01,Neutral,Sugar,11.48,11.32,0.16000000000000014,1.413427561837457
2025-09-01,Neutral,Flour,11.15,11.100000000000001,0.049999999999998934,0.4504504504504408
2025-09-01,Neutral,Milk,3.16,3.13,0.03000000000000025,0.9584664536741293
2025-09-01,Neutral,Canned Beans,1.5,1.48,0.020000000000000018,1.3513513513513526
2025-09-01,Neutral,Pasta,1.52,1.5,0.020000000000000018,1.3333333333333344
2025-09-01,Neutral,Butter,31.6,31.6,0.0,0.0
2025-09-01,Neutral,White Rice,4.0,4.02,-0.019999999999999574,-0.4975124378109347
2025-09-01,Neutral,Canned Corn,1.26,1.28,-0.020000000000000018,-1.5625000000000013
2025-09-01,Neutral,Snack Crackers,3.64,3.66,-0.020000000000000018,-0.5464480874316944
2025-09-01,Neutral,Tomato Sauce,1.16,1.19,-0.030000000000000027,-2.521008403361347
2025-09-01,Neutral,Tortillas,2.89,2.94,-0.04999999999999982,-1.7006802721088374
2025-09-01,Neutral,Bananas,3.66,3.7199999999999998,-0.05999999999999961,-1.612903225806441
2025-09-01,Neutral,Eggs,26.160000000000004,26.400000000000002,-0.23999999999999844,-0.9090909090909032
2025-09-01,Neutral,Potatoes,24.6,24.849999999999998,-0.24999999999999645,-1.0060362173038087
2025-10-01,Neutral,Potatoes,25.2,24.6,0.5999999999999979,2.4390243902438935
2025-10-01,Neutral,Butter,32.0,31.6,0.3999999999999986,1.265822784810122
2025-10-01,Neutral,Eggs,26.400000000000002,26.160000000000004,0.23999999999999844,0.9174311926605444
2025-10-01,Neutral,Flour,11.299999999999999,11.15,0.14999999999999858,1.345291479820615
